Description,Year,Population,Count or Estimate,State or County Release
"Yukon-Koyukuk Borough, AK",2015,5461,Estimate,County
"Yukon-Koyukuk Borough, AK",2016,5418,Estimate,County
"Yukon-Koyukuk Borough, AK",2017,5400,Estimate,County
"Yukon-Koyukuk Borough, AK",2018,5375,Estimate,County
"Yukon-Koyukuk Borough, AK",2019,5254,Estimate,County
"Yukon-Koyukuk Borough, AK",2020,5077,Estimate,County
Arizona,2015,6832810,Estimate,County
Arizona,2016,6944767,Estimate,County
Arizona,2017,7048088,Estimate,County
Arizona,2018,7164228,Estimate,County
Arizona,2019,7291843,Estimate,County
Arizona,2020,7421401,Estimate,County
"Apache County, AZ",2015,71026,Estimate,County
"Apache County, AZ",2016,71418,Estimate,County
"Apache County, AZ",2017,71538,Estimate,County
"Apache County, AZ",2018,71819,Estimate,County
"Apache County, AZ",2019,71920,Estimate,County
"Apache County, AZ",2020,71875,Estimate,County
"Cochise County, AZ",2015,126594,Estimate,County
"Cochise County, AZ",2016,125885,Estimate,County
"Cochise County, AZ",2017,125048,Estimate,County
"Cochise County, AZ",2018,126581,Estimate,County
"Cochise County, AZ",2019,127248,Estimate,County
"Cochise County, AZ",2020,127450,Estimate,County
"Coconino County, AZ",2015,139100,Estimate,County
"Coconino County, AZ",2016,140609,Estimate,County
"Coconino County, AZ",2017,141300,Estimate,County
"Coconino County, AZ",2018,142914,Estimate,County
"Coconino County, AZ",2019,143967,Estimate,County
"Coconino County, AZ",2020,142481,Estimate,County
"Gila County, AZ",2015,53020,Estimate,County
"Gila County, AZ",2016,53400,Estimate,County
"Gila County, AZ",2017,53619,Estimate,County
"Gila County, AZ",2018,53833,Estimate,County
"Gila County, AZ",2019,54077,Estimate,County
"Gila County, AZ",2020,54303,Estimate,County
"Graham County, AZ",2015,37888,Estimate,County
"Graham County, AZ",2016,37859,Estimate,County
"Graham County, AZ",2017,37530,Estimate,County
"Graham County, AZ",2018,38032,Estimate,County
"Graham County, AZ",2019,38890,Estimate,County
"Graham County, AZ",2020,39211,Estimate,County
"Greenlee County, AZ",2015,9587,Estimate,County
"Greenlee County, AZ",2016,9642,Estimate,County
"Greenlee County, AZ",2017,9451,Estimate,County
"Greenlee County, AZ",2018,9424,Estimate,County
"Greenlee County, AZ",2019,9467,Estimate,County
"Greenlee County, AZ",2020,9341,Estimate,County
"La Paz County, AZ",2015,20476,Estimate,County
"La Paz County, AZ",2016,20670,Estimate,County
"La Paz County, AZ",2017,20737,Estimate,County
"La Paz County, AZ",2018,21030,Estimate,County
"La Paz County, AZ",2019,21257,Estimate,County
"La Paz County, AZ",2020,21480,Estimate,County
"Maricopa County, AZ",2015,4174423,Estimate,County
"Maricopa County, AZ",2016,4258019,Estimate,County
"Maricopa County, AZ",2017,4329227,Estimate,County
"Maricopa County, AZ",2018,4405306,Estimate,County
"Maricopa County, AZ",2019,4492261,Estimate,County
"Maricopa County, AZ",2020,4579081,Estimate,County
"Mohave County, AZ",2015,204890,Estimate,County
"Mohave County, AZ",2016,205899,Estimate,County
"Mohave County, AZ",2017,207668,Estimate,County
"Mohave County, AZ",2018,210371,Estimate,County
"Mohave County, AZ",2019,213846,Estimate,County
"Mohave County, AZ",2020,217206,Estimate,County
"Navajo County, AZ",2015,107695,Estimate,County
"Navajo County, AZ",2016,108569,Estimate,County
"Navajo County, AZ",2017,109145,Estimate,County
"Navajo County, AZ",2018,110490,Estimate,County
"Navajo County, AZ",2019,111037,Estimate,County
"Navajo County, AZ",2020,112112,Estimate,County
"Pima County, AZ",2015,1009490,Estimate,County
"Pima County, AZ",2016,1017083,Estimate,County
"Pima County, AZ",2017,1027115,Estimate,County
"Pima County, AZ",2018,1037746,Estimate,County
"Pima County, AZ",2019,1049261,Estimate,County
"Pima County, AZ",2020,1061175,Estimate,County
"Pinal County, AZ",2015,405922,Estimate,County
"Pinal County, AZ",2016,417312,Estimate,County
"Pinal County, AZ",2017,431490,Estimate,County
"Pinal County, AZ",2018,446524,Estimate,County
"Pinal County, AZ",2019,461640,Estimate,County
"Pinal County, AZ",2020,480828,Estimate,County
"Santa Cruz County, AZ",2015,46493,Estimate,County
"Santa Cruz County, AZ",2016,46412,Estimate,County
"Santa Cruz County, AZ",2017,46578,Estimate,County
"Santa Cruz County, AZ",2018,46446,Estimate,County
"Santa Cruz County, AZ",2019,46728,Estimate,County
"Santa Cruz County, AZ",2020,46808,Estimate,County
"Yavapai County, AZ",2015,221019,Estimate,County
"Yavapai County, AZ",2016,224828,Estimate,County
"Yavapai County, AZ",2017,228398,Estimate,County
"Yavapai County, AZ",2018,232467,Estimate,County
"Yavapai County, AZ",2019,236062,Estimate,County
"Yavapai County, AZ",2020,240226,Estimate,County
"Yuma County, AZ",2015,205187,Estimate,County
"Yuma County, AZ",2016,207162,Estimate,County
"Yuma County, AZ",2017,209244,Estimate,County
"Yuma County, AZ",2018,211245,Estimate,County
"Yuma County, AZ",2019,214182,Estimate,County
"Yuma County, AZ",2020,217824,Estimate,County
Arkansas,2015,2979732,Estimate,County
Arkansas,2016,2991815,Estimate,County
Arkansas,2017,3003855,Estimate,County
Arkansas,2018,3012161,Estimate,County
Arkansas,2019,3020985,Estimate,County
Arkansas,2020,3030522,Estimate,County
"Arkansas County, AR",2015,18376,Estimate,County
"Arkansas County, AR",2016,18204,Estimate,County
"Arkansas County, AR",2017,17925,Estimate,County
"Arkansas County, AR",2018,17779,Estimate,County
"Arkansas County, AR",2019,17515,Estimate,County
"Arkansas County, AR",2020,17383,Estimate,County
"Ashley County, AR",2015,20856,Estimate,County
"Ashley County, AR",2016,20544,Estimate,County
"Ashley County, AR",2017,20333,Estimate,County
"Ashley County, AR",2018,20041,Estimate,County
"Ashley County, AR",2019,19742,Estimate,County
"Ashley County, AR",2020,19339,Estimate,County
"Baxter County, AR",2015,41156,Estimate,County
"Baxter County, AR",2016,41159,Estimate,County
"Baxter County, AR",2017,41319,Estimate,County
"Baxter County, AR",2018,41665,Estimate,County
"Baxter County, AR",2019,41978,Estimate,County
"Baxter County, AR",2020,42242,Estimate,County
"Benton County, AR",2015,251759,Estimate,County
"Benton County, AR",2016,259497,Estimate,County
"Benton County, AR",2017,266882,Estimate,County
"Benton County, AR",2018,272560,Estimate,County
"Benton County, AR",2019,279835,Estimate,County
"Benton County, AR",2020,288774,Estimate,County
"Boone County, AR",2015,37165,Estimate,County
"Boone County, AR",2016,37307,Estimate,County
"Boone County, AR",2017,37531,Estimate,County
"Boone County, AR",2018,37545,Estimate,County
"Boone County, AR",2019,37616,Estimate,County
"Boone County, AR",2020,37625,Estimate,County
"Bradley County, AR",2015,10999,Estimate,County
"Bradley County, AR",2016,10961,Estimate,County
"Bradley County, AR",2017,10813,Estimate,County
"Bradley County, AR",2018,10818,Estimate,County
"Bradley County, AR",2019,10792,Estimate,County
"Bradley County, AR",2020,10639,Estimate,County
"Calhoun County, AR",2015,5197,Estimate,County
"Calhoun County, AR",2016,5147,Estimate,County
"Calhoun County, AR",2017,5196,Estimate,County
"Calhoun County, AR",2018,5206,Estimate,County
"Calhoun County, AR",2019,5137,Estimate,County
"Calhoun County, AR",2020,5113,Estimate,County
"Carroll County, AR",2015,27777,Estimate,County
"Carroll County, AR",2016,27730,Estimate,County
"Carroll County, AR",2017,27901,Estimate,County
"Carroll County, AR",2018,28049,Estimate,County
"Carroll County, AR",2019,28352,Estimate,County
"Carroll County, AR",2020,28276,Estimate,County
"Chicot County, AR",2015,10987,Estimate,County
"Chicot County, AR",2016,10929,Estimate,County
"Chicot County, AR",2017,10655,Estimate,County
"Chicot County, AR",2018,10466,Estimate,County
"Chicot County, AR",2019,10189,Estimate,County
"Chicot County, AR",2020,9924,Estimate,County
"Clark County, AR",2015,22536,Estimate,County
"Clark County, AR",2016,22643,Estimate,County
"Clark County, AR",2017,22234,Estimate,County
"Clark County, AR",2018,22358,Estimate,County
"Clark County, AR",2019,22365,Estimate,County
"Clark County, AR",2020,22103,Estimate,County
"Clay County, AR",2015,15206,Estimate,County
"Clay County, AR",2016,15059,Estimate,County
"Clay County, AR",2017,14859,Estimate,County
"Clay County, AR",2018,14763,Estimate,County
"Clay County, AR",2019,14494,Estimate,County
"Clay County, AR",2020,14375,Estimate,County
"Cleburne County, AR",2015,25384,Estimate,County
"Cleburne County, AR",2016,25171,Estimate,County
"Cleburne County, AR",2017,25085,Estimate,County
"Cleburne County, AR",2018,25105,Estimate,County
"Cleburne County, AR",2019,25019,Estimate,County
"Cleburne County, AR",2020,24935,Estimate,County
"Cleveland County, AR",2015,8290,Estimate,County
"Cleveland County, AR",2016,8253,Estimate,County
"Cleveland County, AR",2017,8177,Estimate,County
"Cleveland County, AR",2018,7991,Estimate,County
"Cleveland County, AR",2019,7937,Estimate,County
"Cleveland County, AR",2020,7957,Estimate,County
"Columbia County, AR",2015,24118,Estimate,County
"Columbia County, AR",2016,24015,Estimate,County
"Columbia County, AR",2017,23675,Estimate,County
"Columbia County, AR",2018,23582,Estimate,County
"Columbia County, AR",2019,23496,Estimate,County
"Columbia County, AR",2020,23331,Estimate,County
"Conway County, AR",2015,20939,Estimate,County
"Conway County, AR",2016,20877,Estimate,County
"Conway County, AR",2017,20821,Estimate,County
"Conway County, AR",2018,20836,Estimate,County
"Conway County, AR",2019,20905,Estimate,County
"Conway County, AR",2020,21037,Estimate,County
"Craighead County, AR",2015,104509,Estimate,County
"Craighead County, AR",2016,106039,Estimate,County
"Craighead County, AR",2017,107274,Estimate,County
"Craighead County, AR",2018,109074,Estimate,County
"Craighead County, AR",2019,110772,Estimate,County
"Craighead County, AR",2020,112245,Estimate,County
"Crawford County, AR",2015,61963,Estimate,County
"Crawford County, AR",2016,62312,Estimate,County
"Crawford County, AR",2017,62982,Estimate,County
"Crawford County, AR",2018,63480,Estimate,County
"Crawford County, AR",2019,63406,Estimate,County
"Crawford County, AR",2020,63409,Estimate,County
"Crittenden County, AR",2015,48972,Estimate,County
"Crittenden County, AR",2016,49296,Estimate,County
"Crittenden County, AR",2017,48704,Estimate,County
"Crittenden County, AR",2018,48365,Estimate,County
"Crittenden County, AR",2019,47924,Estimate,County
"Crittenden County, AR",2020,47616,Estimate,County
"Cross County, AR",2015,17253,Estimate,County
"Cross County, AR",2016,17029,Estimate,County
"Cross County, AR",2017,16792,Estimate,County
"Cross County, AR",2018,16584,Estimate,County
"Cross County, AR",2019,16333,Estimate,County
"Cross County, AR",2020,16142,Estimate,County
"Dallas County, AR",2015,7539,Estimate,County
"Dallas County, AR",2016,7401,Estimate,County
"Dallas County, AR",2017,7312,Estimate,County
"Dallas County, AR",2018,7106,Estimate,County
"Dallas County, AR",2019,6951,Estimate,County
"Dallas County, AR",2020,6802,Estimate,County
"Desha County, AR",2015,12024,Estimate,County
"Desha County, AR",2016,11904,Estimate,County
"Desha County, AR",2017,11762,Estimate,County
"Desha County, AR",2018,11516,Estimate,County
"Desha County, AR",2019,11400,Estimate,County
"Desha County, AR",2020,11110,Estimate,County
"Drew County, AR",2015,18615,Estimate,County
"Drew County, AR",2016,18574,Estimate,County
"Drew County, AR",2017,18372,Estimate,County
"Drew County, AR",2018,18302,Estimate,County
"Drew County, AR",2019,18092,Estimate,County
"Drew County, AR",2020,17977,Estimate,County
"Faulkner County, AR",2015,121333,Estimate,County
"Faulkner County, AR",2016,122213,Estimate,County
"Faulkner County, AR",2017,123706,Estimate,County
"Faulkner County, AR",2018,125336,Estimate,County
"Faulkner County, AR",2019,125828,Estimate,County
"Faulkner County, AR",2020,126919,Estimate,County
"Franklin County, AR",2015,17753,Estimate,County
"Franklin County, AR",2016,17676,Estimate,County
"Franklin County, AR",2017,17833,Estimate,County
"Franklin County, AR",2018,17780,Estimate,County
"Franklin County, AR",2019,17737,Estimate,County
"Franklin County, AR",2020,17897,Estimate,County
"Fulton County, AR",2015,12149,Estimate,County
"Fulton County, AR",2016,12112,Estimate,County
"Fulton County, AR",2017,12147,Estimate,County
"Fulton County, AR",2018,12351,Estimate,County
"Fulton County, AR",2019,12516,Estimate,County
"Fulton County, AR",2020,12381,Estimate,County
"Garland County, AR",2015,97930,Estimate,County
"Garland County, AR",2016,98356,Estimate,County
"Garland County, AR",2017,98476,Estimate,County
"Garland County, AR",2018,99121,Estimate,County
"Garland County, AR",2019,99472,Estimate,County
"Garland County, AR",2020,99789,Estimate,County
"Grant County, AR",2015,18031,Estimate,County
"Grant County, AR",2016,18080,Estimate,County
"Grant County, AR",2017,18118,Estimate,County
"Grant County, AR",2018,18209,Estimate,County
"Grant County, AR",2019,18287,Estimate,County
"Grant County, AR",2020,18449,Estimate,County
"Greene County, AR",2015,44321,Estimate,County
"Greene County, AR",2016,44733,Estimate,County
"Greene County, AR",2017,45002,Estimate,County
"Greene County, AR",2018,45339,Estimate,County
"Greene County, AR",2019,45316,Estimate,County
"Greene County, AR",2020,45597,Estimate,County
"Hempstead County, AR",2015,22095,Estimate,County
"Hempstead County, AR",2016,22047,Estimate,County
"Hempstead County, AR",2017,21895,Estimate,County
"Hempstead County, AR",2018,21714,Estimate,County
"Hempstead County, AR",2019,21568,Estimate,County
"Hempstead County, AR",2020,21253,Estimate,County
"Hot Spring County, AR",2015,33511,Estimate,County
"Hot Spring County, AR",2016,33452,Estimate,County
"Hot Spring County, AR",2017,33630,Estimate,County
"Hot Spring County, AR",2018,33680,Estimate,County
"Hot Spring County, AR",2019,33784,Estimate,County
"Hot Spring County, AR",2020,33787,Estimate,County
"Howard County, AR",2015,13332,Estimate,County
"Howard County, AR",2016,13347,Estimate,County
"Howard County, AR",2017,13361,Estimate,County
"Howard County, AR",2018,13297,Estimate,County
"Howard County, AR",2019,13219,Estimate,County
"Howard County, AR",2020,13109,Estimate,County
"Independence County, AR",2015,37055,Estimate,County
"Independence County, AR",2016,37121,Estimate,County
"Independence County, AR",2017,37416,Estimate,County
"Independence County, AR",2018,37799,Estimate,County
"Independence County, AR",2019,37819,Estimate,County
"Independence County, AR",2020,37757,Estimate,County
"Izard County, AR",2015,13495,Estimate,County
"Izard County, AR",2016,13500,Estimate,County
"Izard County, AR",2017,13673,Estimate,County
"Izard County, AR",2018,13574,Estimate,County
"Izard County, AR",2019,13620,Estimate,County
"Izard County, AR",2020,13613,Estimate,County
"Jackson County, AR",2015,17386,Estimate,County
"Jackson County, AR",2016,17314,Estimate,County
"Jackson County, AR",2017,17033,Estimate,County
"Jackson County, AR",2018,16776,Estimate,County
"Jackson County, AR",2019,16782,Estimate,County
"Jackson County, AR",2020,16636,Estimate,County
"Jefferson County, AR",2015,71920,Estimate,County
"Jefferson County, AR",2016,70512,Estimate,County
"Jefferson County, AR",2017,69350,Estimate,County
"Jefferson County, AR",2018,68241,Estimate,County
"Jefferson County, AR",2019,67137,Estimate,County
"Jefferson County, AR",2020,65377,Estimate,County
"Johnson County, AR",2015,26103,Estimate,County
"Johnson County, AR",2016,26160,Estimate,County
"Johnson County, AR",2017,26423,Estimate,County
"Johnson County, AR",2018,26684,Estimate,County
"Johnson County, AR",2019,26596,Estimate,County
"Johnson County, AR",2020,26513,Estimate,County
"Lafayette County, AR",2015,7009,Estimate,County
"Lafayette County, AR",2016,6895,Estimate,County
"Lafayette County, AR",2017,6807,Estimate,County
"Lafayette County, AR",2018,6684,Estimate,County
"Lafayette County, AR",2019,6656,Estimate,County
"Lafayette County, AR",2020,6596,Estimate,County
"Lawrence County, AR",2015,16705,Estimate,County
"Lawrence County, AR",2016,16662,Estimate,County
"Lawrence County, AR",2017,16588,Estimate,County
"Lawrence County, AR",2018,16452,Estimate,County
"Lawrence County, AR",2019,16440,Estimate,County
"Lawrence County, AR",2020,16410,Estimate,County
"Lee County, AR",2015,9660,Estimate,County
"Lee County, AR",2016,9330,Estimate,County
"Lee County, AR",2017,9121,Estimate,County
"Lee County, AR",2018,8962,Estimate,County
"Lee County, AR",2019,8889,Estimate,County
"Lee County, AR",2020,8513,Estimate,County
"Lincoln County, AR",2015,13872,Estimate,County
"Lincoln County, AR",2016,13745,Estimate,County
"Lincoln County, AR",2017,13481,Estimate,County
"Lincoln County, AR",2018,13208,Estimate,County
"Lincoln County, AR",2019,13012,Estimate,County
"Lincoln County, AR",2020,12944,Estimate,County
"Little River County, AR",2015,12417,Estimate,County
"Little River County, AR",2016,12435,Estimate,County
"Little River County, AR",2017,12386,Estimate,County
"Little River County, AR",2018,12357,Estimate,County
